地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2024/06/22,00:00:05.5,十勝地方北部,43°35.0′N,143°46.0′E,8 km,0.4,---
2024/06/22,00:02:20.5,青森県東方沖,41°25.0′N,143°19.0′E,5 km,1.4,---
2024/06/22,00:07:21.7,宮城県沖,38°8.0′N,142°42.0′E,19 km,1.4,---
2024/06/22,00:08:42.1,石川県能登地方,37°14.0′N,136°50.0′E,11 km,-1,---
2024/06/22,00:08:44.7,石川県能登地方,37°14.0′N,136°50.0′E,11 km,1.8,---
2024/06/22,00:13:14.3,三陸沖,39°22.0′N,143°45.0′E,15 km,1.7,---
2024/06/22,00:15:45.7,岩手県沿岸北部,39°31.0′N,141°53.0′E,81 km,0.7,---
2024/06/22,00:16:21.6,台湾付近,24°5.0′N,121°47.0′E,34 km,3.1,---
2024/06/22,00:17:02.7,岩手県沖,39°50.0′N,142°19.0′E,27 km,1,---
2024/06/22,00:22:27.7,岩手県沖,40°18.0′N,142°11.0′E,42 km,0.6,---
2024/06/22,00:25:29.8,福島県沖,37°49.0′N,141°36.0′E,49 km,0.8,---
2024/06/22,00:30:47.9,三陸沖,39°22.0′N,143°45.0′E,16 km,1.5,---
2024/06/22,00:30:50.8,豊後水道,33°16.0′N,132°22.0′E,39 km,0.2,---
2024/06/22,00:31:26.0,石川県能登地方,37°24.0′N,136°54.0′E,0 km,0.2,---
2024/06/22,00:31:27.1,奄美大島北東沖,29°16.0′N,130°23.0′E,82 km,1.7,---
2024/06/22,00:32:23.6,石川県能登地方,37°12.0′N,136°49.0′E,11 km,0.4,---
2024/06/22,00:34:20.0,奄美大島北東沖,29°8.0′N,130°32.0′E,78 km,1.8,---
2024/06/22,00:34:40.6,三重県南東沖,33°7.0′N,137°10.0′E,41 km,3.5,---
2024/06/22,00:38:20.7,石川県能登地方,37°20.0′N,136°58.0′E,10 km,0.2,---
2024/06/22,00:38:21.1,奄美大島北東沖,29°16.0′N,130°21.0′E,91 km,1.6,---
2024/06/22,00:39:14.4,奄美大島北東沖,29°14.0′N,130°24.0′E,72 km,2.6,---
2024/06/22,00:39:39.4,滋賀県北部,35°35.0′N,136°15.0′E,8 km,0.4,---
2024/06/22,00:41:00.9,石垣島近海,24°14.0′N,124°2.0′E,22 km,0.4,---
2024/06/22,00:42:17.2,富山県東部,36°39.0′N,137°45.0′E,1 km,-10.4,---
2024/06/22,00:42:31.3,京都府南部,34°58.0′N,135°34.0′E,11 km,1.5,---
2024/06/22,00:42:33.9,富山県東部,36°39.0′N,137°45.0′E,1 km,-10.5,---
2024/06/22,00:44:52.9,石川県能登地方,37°19.0′N,136°56.0′E,12 km,0.1,---
2024/06/22,00:45:23.1,紀伊水道,34°9.0′N,134°40.0′E,12 km,0.1,---
2024/06/22,00:48:55.3,奄美大島北東沖,29°11.0′N,130°33.0′E,35 km,2.3,---
2024/06/22,00:54:07.6,十勝地方北部,43°24.0′N,143°41.0′E,5 km,0,---
2024/06/22,00:54:18.4,豊後水道,32°48.0′N,132°22.0′E,30 km,2,---
2024/06/22,00:55:47.4,和歌山県南部,33°48.0′N,135°43.0′E,26 km,0,---
2024/06/22,00:56:18.4,長野県南部,35°56.0′N,137°44.0′E,6 km,0,---
2024/06/22,00:56:52.7,福島県沖,37°49.0′N,141°36.0′E,49 km,0.9,---
2024/06/22,01:01:02.3,奄美大島北東沖,29°14.0′N,130°25.0′E,69 km,1.9,---
2024/06/22,01:01:46.3,奄美大島北東沖,29°18.0′N,130°21.0′E,86 km,1.8,---
2024/06/22,01:03:27.0,福島県沖,37°50.0′N,141°48.0′E,51 km,0.6,---
2024/06/22,01:04:21.6,石川県能登地方,37°20.0′N,136°56.0′E,10 km,0.4,---
2024/06/22,01:04:40.1,長野県南部,35°56.0′N,137°37.0′E,9 km,0,---
2024/06/22,01:05:18.7,紀伊水道,33°56.0′N,134°55.0′E,6 km,0.4,---
2024/06/22,01:10:40.2,能登半島沖,37°30.0′N,137°10.0′E,0 km,0,---
2024/06/22,01:10:53.4,能登半島沖,37°32.0′N,137°10.0′E,9 km,-10.2,---
2024/06/22,01:11:43.3,空知地方中部,43°27.0′N,142°15.0′E,13 km,1.3,---
2024/06/22,01:15:09.1,長野県南部,35°51.0′N,138°2.0′E,8 km,0.4,---
2024/06/22,01:20:49.9,伊予灘,33°39.0′N,131°48.0′E,77 km,0.5,---
2024/06/22,01:21:09.3,能登半島沖,37°33.0′N,137°8.0′E,11 km,0.1,---
2024/06/22,01:22:19.4,三陸沖,38°53.0′N,144°40.0′E,25 km,1.4,---
2024/06/22,01:22:29.8,熊本県熊本地方,32°40.0′N,130°43.0′E,16 km,0.5,---
2024/06/22,01:24:26.3,空知地方中部,43°25.0′N,142°18.0′E,14 km,0.1,---
2024/06/22,01:25:49.4,熊本県熊本地方,32°32.0′N,130°36.0′E,3 km,0,---
2024/06/22,01:27:42.4,富山湾,37°23.0′N,137°19.0′E,17 km,0,---
2024/06/22,01:38:05.8,豊後水道,33°9.0′N,132°15.0′E,38 km,0.6,---
2024/06/22,01:38:37.8,新潟県上中越沖,37°42.0′N,137°35.0′E,7 km,1.4,---
2024/06/22,01:38:41.1,三陸沖,40°13.0′N,143°13.0′E,4 km,1.2,---
2024/06/22,01:39:03.5,茨城県沖,36°16.0′N,141°12.0′E,33 km,2.8,---
2024/06/22,01:39:19.3,広島県南西部,34°32.0′N,132°30.0′E,15 km,0.2,---
2024/06/22,01:40:57.2,富山湾,37°24.0′N,137°21.0′E,10 km,-10.3,---
2024/06/22,01:42:31.1,滋賀県北部,35°20.0′N,136°23.0′E,16 km,0,---
2024/06/22,01:42:39.2,胆振地方中東部,42°41.0′N,141°58.0′E,34 km,0.8,---
2024/06/22,01:42:57.0,愛媛県南予,33°7.0′N,132°35.0′E,32 km,0.9,---
2024/06/22,01:46:26.7,岩手県内陸南部,39°2.0′N,140°51.0′E,11 km,0.1,---
2024/06/22,01:46:46.4,鳥取県中部,35°26.0′N,133°49.0′E,7 km,0.6,---
2024/06/22,01:48:39.0,千葉県南東沖,34°36.0′N,139°49.0′E,21 km,0.7,---
2024/06/22,01:49:47.0,能登半島沖,37°5.0′N,136°41.0′E,6 km,1.9,---
2024/06/22,01:51:54.2,茨城県北部,36°26.0′N,140°32.0′E,60 km,0.6,---
2024/06/22,01:52:22.7,長野県中部,36°11.0′N,138°2.0′E,8 km,-10.1,---
2024/06/22,01:53:37.7,国後島付近,43°32.0′N,146°5.0′E,76 km,1.2,---
2024/06/22,01:54:50.8,石川県能登地方,37°22.0′N,136°53.0′E,8 km,0.2,---
2024/06/22,01:54:59.0,宮城県沖,38°6.0′N,141°37.0′E,58 km,0.8,---
2024/06/22,01:55:46.1,能登半島沖,37°34.0′N,137°27.0′E,13 km,0.2,---
2024/06/22,01:58:10.0,安芸灘,34°14.0′N,132°46.0′E,23 km,0.3,---
2024/06/22,01:59:02.3,種子島南東沖,29°46.0′N,131°3.0′E,33 km,1.2,---
2024/06/22,02:04:33.5,能登半島沖,37°24.0′N,136°51.0′E,7 km,0.2,---
2024/06/22,02:05:28.7,福島県沖,37°7.0′N,142°11.0′E,19 km,1.5,---
2024/06/22,02:08:05.2,石川県能登地方,37°23.0′N,136°57.0′E,8 km,0.9,---
2024/06/22,02:11:56.5,能登半島沖,37°30.0′N,137°7.0′E,7 km,0.5,---
2024/06/22,02:12:46.9,石川県能登地方,37°30.0′N,137°17.0′E,14 km,0.4,---
2024/06/22,02:12:51.8,石川県能登地方,37°29.0′N,137°18.0′E,12 km,0.4,---
2024/06/22,02:19:22.0,宮城県沖,38°21.0′N,142°11.0′E,38 km,2.9,---
2024/06/22,02:19:58.0,与那国島近海,24°12.0′N,123°19.0′E,27 km,1.2,---
2024/06/22,02:21:53.3,宮城県沖,38°42.0′N,142°20.0′E,38 km,1.9,---
2024/06/22,02:25:34.0,新潟県上中越沖,37°39.0′N,137°36.0′E,8 km,0.8,---
2024/06/22,02:25:37.2,福島県沖,37°12.0′N,142°15.0′E,18 km,1.1,---
2024/06/22,02:26:57.5,新潟県上中越沖,37°35.0′N,137°37.0′E,14 km,1.4,---
2024/06/22,02:28:40.6,石川県能登地方,37°28.0′N,137°9.0′E,10 km,0.4,---
2024/06/22,02:29:21.8,兵庫県南東部,34°48.0′N,134°59.0′E,11 km,0.1,---
2024/06/22,02:31:26.9,秋田県沖,40°10.0′N,139°2.0′E,14 km,1.9,---
2024/06/22,02:31:47.2,福島県沖,37°4.0′N,141°58.0′E,25 km,1.9,---
2024/06/22,02:33:11.8,島根県東部,35°22.0′N,133°15.0′E,11 km,3.1,---
