地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2023/06/23,00:00:12.7,福島県沖,37°11.0′N,141°54.0′E,30 km,1.1,---
2023/06/23,00:02:02.7,石川県能登地方,37°31.0′N,137°12.0′E,12 km,0.1,---
2023/06/23,00:02:03.1,岐阜県美濃中西部,35°37.0′N,136°24.0′E,11 km,0.3,---
2023/06/23,00:02:59.1,福島県沖,36°53.0′N,141°59.0′E,19 km,1.8,---
2023/06/23,00:07:25.5,石川県能登地方,37°30.0′N,137°12.0′E,14 km,0.7,---
2023/06/23,00:08:11.5,宮城県沖,38°35.0′N,142°10.0′E,39 km,1.7,---
2023/06/23,00:10:05.4,茨城県北部,36°49.0′N,140°35.0′E,9 km,0,---
2023/06/23,00:11:26.2,能登半島沖,37°38.0′N,137°19.0′E,5 km,0.4,---
2023/06/23,00:16:34.0,沖縄本島近海,26°24.0′N,127°58.0′E,39 km,0.9,---
2023/06/23,00:18:04.0,奈良県,34°45.0′N,135°58.0′E,11 km,0.9,---
2023/06/23,00:18:27.8,東京都多摩東部,35°43.0′N,139°32.0′E,49 km,0.7,---
2023/06/23,00:20:49.9,宮古島北西沖,25°25.0′N,124°53.0′E,0 km,1.6,---
2023/06/23,00:23:23.6,茨城県北部,36°50.0′N,140°36.0′E,6 km,0.2,---
2023/06/23,00:26:09.4,岩手県内陸北部,39°51.0′N,141°25.0′E,8 km,0,---
2023/06/23,00:28:28.8,群馬県南部,36°34.0′N,139°24.0′E,7 km,0,---
2023/06/23,00:28:39.9,福島県会津,37°6.0′N,139°19.0′E,8 km,0.2,---
2023/06/23,00:30:11.6,能登半島沖,37°33.0′N,137°22.0′E,11 km,1,---
2023/06/23,00:32:28.0,関東東方沖,34°20.0′N,141°39.0′E,0 km,1.5,---
2023/06/23,00:34:16.3,沖縄本島近海,25°59.0′N,128°27.0′E,35 km,1.9,---
2023/06/23,00:34:45.2,長野県南部,35°54.0′N,137°36.0′E,9 km,-10.4,---
2023/06/23,00:35:20.6,奄美大島近海,28°11.0′N,129°24.0′E,37 km,0.9,---
2023/06/23,00:36:30.2,トカラ列島近海,29°59.0′N,129°58.0′E,2 km,1.4,---
2023/06/23,00:37:26.1,能登半島沖,37°33.0′N,137°19.0′E,16 km,0.7,---
2023/06/23,00:42:07.3,岐阜県飛騨地方,35°60.0′N,137°32.0′E,10 km,0.7,---
2023/06/23,00:45:32.7,日向灘,32°27.0′N,131°53.0′E,39 km,1.6,---
2023/06/23,00:55:36.3,千葉県北西部,35°51.0′N,140°27.0′E,36 km,0.6,---
2023/06/23,00:55:47.9,茨城県沖,36°25.0′N,141°4.0′E,40 km,1.4,---
2023/06/23,00:56:02.4,釧路地方中南部,43°25.0′N,144°4.0′E,1 km,-1,---
2023/06/23,00:57:24.2,津軽海峡,41°28.0′N,140°53.0′E,11 km,0.3,---
2023/06/23,00:59:05.7,栃木県北部,36°40.0′N,139°28.0′E,3 km,0.7,---
2023/06/23,01:01:03.3,トカラ列島近海,29°57.0′N,129°58.0′E,15 km,1.2,---
2023/06/23,01:01:50.3,奄美大島近海,28°11.0′N,129°9.0′E,34 km,1.3,---
2023/06/23,01:02:21.2,青森県東方沖,41°21.0′N,142°8.0′E,54 km,0.4,---
2023/06/23,01:02:22.4,福島県沖,37°6.0′N,141°23.0′E,12 km,0.7,---
2023/06/23,01:04:39.9,日向灘,32°43.0′N,132°3.0′E,38 km,0.5,---
2023/06/23,01:05:25.7,北海道北西沖,44°52.0′N,141°39.0′E,0 km,0.7,---
2023/06/23,01:05:59.4,宮城県沖,38°42.0′N,142°15.0′E,41 km,0.9,---
2023/06/23,01:06:36.2,静岡県西部,35°0.0′N,137°50.0′E,10 km,-10.5,---
2023/06/23,01:08:16.1,千葉県東方沖,35°43.0′N,140°50.0′E,20 km,1.2,---
2023/06/23,01:09:34.6,能登半島沖,37°36.0′N,137°19.0′E,11 km,0.2,---
2023/06/23,01:11:08.7,鹿児島湾,31°26.0′N,130°38.0′E,10 km,0.7,---
2023/06/23,01:15:39.5,日向灘,32°41.0′N,132°1.0′E,41 km,0.6,---
2023/06/23,01:17:48.8,岐阜県飛騨地方,35°51.0′N,137°13.0′E,12 km,0.7,---
2023/06/23,01:20:53.4,能登半島沖,37°35.0′N,137°15.0′E,12 km,0.1,---
2023/06/23,01:21:38.2,福井県嶺北,35°50.0′N,136°31.0′E,10 km,0.2,---
2023/06/23,01:22:37.9,伊予灘,33°37.0′N,132°22.0′E,47 km,0.3,---
2023/06/23,01:23:27.0,能登半島沖,37°32.0′N,137°11.0′E,8 km,0,---
2023/06/23,01:26:13.6,千葉県北東部,35°43.0′N,140°50.0′E,20 km,1.3,---
2023/06/23,01:26:57.9,千葉県東方沖,35°11.0′N,141°10.0′E,25 km,1.5,---
2023/06/23,01:27:55.5,台湾付近,24°1.0′N,120°56.0′E,4 km,3.1,---
2023/06/23,01:28:23.1,能登半島沖,37°31.0′N,137°12.0′E,13 km,-10.1,---
2023/06/23,01:28:45.7,能登半島沖,37°35.0′N,137°16.0′E,9 km,0.4,---
2023/06/23,01:29:58.2,能登半島沖,37°33.0′N,137°11.0′E,8 km,0.2,---
2023/06/23,01:30:01.6,関東東方沖,34°23.0′N,141°33.0′E,11 km,1.5,---
2023/06/23,01:30:21.7,岩手県沖,40°5.0′N,142°21.0′E,34 km,0.7,---
2023/06/23,01:30:29.0,千島列島,45°43.0′N,152°58.0′E,30 km,4.2,---
2023/06/23,01:30:43.5,茨城県沖,36°29.0′N,141°1.0′E,40 km,0.6,---
2023/06/23,01:32:13.2,能登半島沖,37°31.0′N,137°13.0′E,12 km,0.4,---
2023/06/23,01:32:49.5,能登半島沖,37°31.0′N,137°12.0′E,9 km,1.1,---
2023/06/23,01:34:31.1,岐阜県飛騨地方,36°3.0′N,137°26.0′E,3 km,0.5,---
2023/06/23,01:36:22.6,能登半島沖,37°37.0′N,137°17.0′E,11 km,0.6,---
2023/06/23,01:39:51.9,静岡県東部,35°22.0′N,138°43.0′E,6 km,0.2,---
2023/06/23,01:41:16.7,トカラ列島近海,29°55.0′N,130°3.0′E,9 km,1.7,---
2023/06/23,01:46:24.2,鳥取県東部,35°18.0′N,134°14.0′E,9 km,0.2,---
2023/06/23,01:46:30.6,長野県南部,35°42.0′N,137°32.0′E,10 km,0.3,---
2023/06/23,01:51:04.8,能登半島沖,37°32.0′N,137°12.0′E,6 km,1.2,---
2023/06/23,01:51:58.4,山口県中部,34°14.0′N,131°32.0′E,14 km,0.4,---
2023/06/23,01:53:39.5,福島県沖,37°50.0′N,141°37.0′E,48 km,0.8,---
2023/06/23,01:54:43.4,石川県能登地方,37°30.0′N,137°11.0′E,13 km,0.1,---
2023/06/23,01:56:30.2,トカラ列島近海,29°43.0′N,129°47.0′E,10 km,1.6,---
2023/06/23,01:58:57.5,和歌山県北部,34°13.0′N,135°14.0′E,6 km,0.3,---
2023/06/23,02:01:09.6,能登半島沖,37°33.0′N,137°17.0′E,9 km,0.8,---
2023/06/23,02:05:40.1,岩手県沖,39°46.0′N,142°40.0′E,29 km,1.4,---
2023/06/23,02:08:40.2,石川県能登地方,37°30.0′N,137°16.0′E,14 km,0.8,---
2023/06/23,02:09:04.3,石川県能登地方,37°31.0′N,137°16.0′E,14 km,0.1,---
2023/06/23,02:09:16.6,十勝地方北部,43°17.0′N,143°45.0′E,146 km,1.4,---
2023/06/23,02:09:22.1,千葉県北西部,35°48.0′N,140°12.0′E,61 km,1.2,---
2023/06/23,02:09:40.5,沖縄本島近海,26°24.0′N,127°54.0′E,38 km,0.9,---
2023/06/23,02:10:05.1,岐阜県飛騨地方,36°7.0′N,137°19.0′E,9 km,-10.3,---
2023/06/23,02:15:10.2,宮崎県南部山沿い,32°4.0′N,131°4.0′E,12 km,0.3,---
2023/06/23,02:16:12.1,福島県浜通り,37°5.0′N,140°41.0′E,7 km,0.2,---
2023/06/23,02:18:06.8,根室半島南東沖,43°13.0′N,146°12.0′E,47 km,1.5,---
2023/06/23,02:19:00.9,能登半島沖,37°36.0′N,137°16.0′E,11 km,0.4,---
2023/06/23,02:19:43.2,和歌山県北部,33°56.0′N,135°12.0′E,8 km,0.4,---
2023/06/23,02:21:08.8,神奈川県西部,35°24.0′N,139°0.0′E,21 km,0.4,---
2023/06/23,02:21:38.1,能登半島沖,37°33.0′N,137°17.0′E,14 km,0.6,---
2023/06/23,02:22:17.5,千葉県東方沖,35°40.0′N,140°44.0′E,46 km,1.4,---
2023/06/23,02:28:31.5,福島県沖,37°49.0′N,141°38.0′E,51 km,1.4,---
2023/06/23,02:32:01.2,宮城県沖,38°9.0′N,142°42.0′E,11 km,1,---
2023/06/23,02:32:15.8,宮城県沖,38°45.0′N,142°8.0′E,29 km,0.9,---
2023/06/23,02:33:11.3,三陸沖,38°36.0′N,143°1.0′E,28 km,1.2,---
2023/06/23,02:33:47.1,関東東方沖,34°25.0′N,141°32.0′E,12 km,3.9,---
2023/06/23,02:36:59.3,能登半島沖,37°32.0′N,137°14.0′E,11 km,1.3,---
2023/06/23,02:38:17.5,石川県能登地方,37°29.0′N,137°10.0′E,12 km,0.4,---
2023/06/23,02:39:40.9,北海道北西沖,44°48.0′N,141°45.0′E,10 km,0.3,---
2023/06/23,02:40:51.5,石川県能登地方,37°30.0′N,137°19.0′E,15 km,0.7,---
2023/06/23,02:43:06.4,五島列島近海,33°7.0′N,129°37.0′E,11 km,0.4,---
2023/06/23,02:43:44.5,能登半島沖,37°35.0′N,137°15.0′E,4 km,0.4,---
2023/06/23,02:45:15.7,能登半島沖,37°35.0′N,137°14.0′E,13 km,0.4,---
2023/06/23,02:48:12.0,岩手県沖,39°1.0′N,142°25.0′E,25 km,1.1,---
2023/06/23,02:50:16.0,紀伊水道,33°52.0′N,134°41.0′E,9 km,0.5,---
2023/06/23,02:50:27.7,トカラ列島近海,29°40.0′N,129°44.0′E,79 km,1.8,---
